Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Exam_Score
16,87,Yes,10,56,65
13,84,Yes,8,58,66
9,83,Yes,7,86,62
18,94,Yes,7,53,67
21,93,Yes,6,67,73
19,65,Yes,6,96,65
18,94,No,7,79,70
14,77,Yes,8,96,68
24,70,Yes,9,65,67
12,95,Yes,4,82,66
25,77,No,4,64,65
14,92,Yes,9,56,66
15,71,No,7,100,66
11,60,No,7,59,60
17,80,Yes,8,59,66
26,64,Yes,7,92,68
23,90,Yes,10,90,72
26,71,No,8,99,68
23,78,Yes,6,54,67
13,63,No,6,55,62
18,71,No,7,72,66
15,91,No,6,80,69
28,66,No,10,52,64
13,86,No,7,58,63
25,97,Yes,5,85,74
25,87,Yes,8,83,72
31,92,Yes,9,54,71
18,64,Yes,9,97,64
24,70,No,6,63,65
34,96,Yes,5,94,75
16,89,No,9,96,69
11,86,No,5,75,65
9,87,No,8,71,60
24,77,Yes,6,64,69
9,62,Yes,9,90,65
18,91,Yes,5,60,67
23,87,No,6,81,70
21,79,Yes,8,78,66
23,96,Yes,8,62,69
21,73,Yes,9,99,69
28,72,Yes,8,92,68
14,95,Yes,8,51,70
16,92,No,9,71,66
15,81,No,5,68,65
25,65,No,6,94,65
25,69,Yes,5,63,65
23,86,Yes,4,100,69
27,75,No,8,60,69
13,93,No,9,62,65
30,98,Yes,8,83,76
29,92,No,8,58,72
24,75,No,7,94,67
31,92,Yes,7,55,74
10,74,Yes,10,99,66
17,67,Yes,9,94,66
16,61,No,6,92,66
24,75,Yes,9,70,71
14,96,No,9,76,66
25,70,No,8,73,65
28,68,Yes,8,99,69
24,99,Yes,8,52,69
22,61,Yes,5,69,63
14,91,No,5,98,68
15,73,No,8,68,64
27,61,No,5,70,64
25,97,Yes,5,82,73
20,66,Yes,4,95,66
17,82,No,6,65,67
8,71,Yes,8,97,63
14,63,Yes,8,64,61
31,62,Yes,8,91,71
12,65,Yes,6,64,61
21,63,Yes,7,54,62
26,90,Yes,8,91,74
12,79,No,8,73,65
21,74,Yes,6,70,64
26,77,No,7,71,66
20,97,Yes,4,81,72
37,96,Yes,7,63,76
10,89,Yes,6,62,67
26,95,No,9,74,71
19,73,No,6,52,65
25,75,Yes,7,82,68
23,85,Yes,6,91,68
16,85,Yes,6,86,67
21,79,No,8,73,64
9,76,No,6,78,60
24,99,No,10,51,70
22,93,Yes,4,96,73
24,77,Yes,8,78,69
26,89,No,7,66,70
22,71,No,7,65,64
21,64,Yes,7,83,64
15,74,Yes,8,79,65
16,76,No,7,59,62
27,61,Yes,9,70,64
29,93,Yes,7,84,72
19,74,Yes,5,65,64
20,83,Yes,7,75,67
15,63,Yes,9,63,64
27,67,No,6,54,61
24,96,Yes,5,69,72
32,84,Yes,8,87,70
15,98,No,8,61,70
18,100,No,6,88,71
21,75,No,7,83,68
24,72,No,7,75,68
19,94,No,7,99,70
15,100,No,8,94,73
25,85,No,6,78,69
24,92,No,8,78,71
15,91,No,6,64,64
28,74,No,9,96,68
27,83,No,10,95,69
21,93,No,6,87,70
20,88,No,5,56,67
23,61,Yes,8,85,66
15,73,No,7,63,65
20,66,Yes,8,59,66
7,69,Yes,6,88,61
25,96,No,7,98,71
11,61,Yes,6,55,60
29,69,Yes,7,58,66
18,72,Yes,5,61,61
19,85,Yes,7,98,68
16,81,Yes,5,85,68
18,69,Yes,6,84,65
29,67,No,7,75,65
5,69,Yes,8,77,60
28,80,No,8,65,67
22,71,No,8,58,65
13,98,Yes,5,89,70
14,79,No,9,74,64
30,62,Yes,6,63,68
14,89,No,6,82,69
13,73,Yes,7,60,65
27,86,No,6,74,71
22,71,Yes,8,60,65
14,83,Yes,8,88,65
21,91,Yes,6,66,68
14,97,No,7,72,66
27,70,Yes,7,88,65
26,73,Yes,8,83,71
23,79,Yes,6,70,68
22,97,Yes,6,54,70
31,96,No,5,96,74
20,64,Yes,6,50,62
13,65,No,5,87,61
23,80,Yes,6,97,70
33,64,Yes,9,65,65
14,74,Yes,8,54,62
18,66,No,9,62,65
22,85,No,6,66,68
20,98,Yes,4,73,70
14,100,No,7,76,68
27,75,No,10,86,69
34,84,Yes,6,95,73
21,94,Yes,7,73,71
15,65,Yes,5,87,63
11,88,Yes,7,56,66
22,76,Yes,7,66,67
27,68,No,4,56,64
23,76,Yes,5,85,66
20,63,Yes,5,95,69
16,88,Yes,5,94,72
13,70,Yes,6,66,63
25,72,Yes,8,62,67
25,65,No,6,64,64
11,95,Yes,9,64,68
30,80,No,6,54,71
23,83,Yes,7,57,67
28,83,No,8,61,67
12,76,Yes,9,50,64
12,68,No,6,52,63
19,90,No,8,85,72
23,65,Yes,6,81,63
31,64,No,10,97,67
24,88,Yes,5,70,68
19,68,Yes,8,72,64
14,72,No,9,53,65
27,79,Yes,5,58,68
14,78,Yes,8,85,66
30,88,Yes,6,62,73
18,85,Yes,10,89,68
30,86,No,4,85,72
24,89,Yes,5,87,70
19,72,Yes,5,85,66
17,73,Yes,5,85,66
18,78,Yes,8,77,66
23,72,Yes,10,84,65
20,99,Yes,9,76,71
16,93,Yes,7,60,66
19,67,No,7,61,63
20,60,Yes,6,70,63
7,62,Yes,8,51,58
23,70,No,7,94,68
14,65,No,7,63,61
13,81,No,6,53,65
10,94,No,5,71,67
9,89,Yes,7,91,67
12,69,No,7,70,62
16,76,Yes,6,63,86
32,80,No,6,77,71
17,92,Yes,8,79,70
21,94,No,8,88,71
22,96,No,10,90,71
21,80,Yes,9,85,70
20,88,Yes,5,50,67
13,64,Yes,7,50,60
29,83,No,5,99,73
31,70,Yes,4,63,67
10,77,Yes,10,64,62
14,85,No,9,87,67
18,70,No,6,79,65
14,62,No,9,73,61
23,60,Yes,9,56,61
16,61,No,4,54,60
33,60,No,8,85,68
27,64,Yes,6,56,65
21,70,Yes,8,72,67
26,69,No,10,87,67
27,99,No,9,96,74
17,72,No,7,94,64
15,65,Yes,9,93,64
20,82,Yes,4,68,67
25,94,No,8,96,74
21,87,Yes,8,84,69
11,72,No,8,94,62
15,82,Yes,6,54,66
20,89,Yes,8,52,69
20,89,Yes,8,71,68
32,87,Yes,4,91,74
12,95,No,7,70,68
23,95,Yes,6,94,73
29,83,No,8,62,70
34,77,No,9,52,69
18,86,Yes,6,88,68
23,93,No,5,81,71
23,60,No,7,72,64
21,100,No,5,92,71
19,67,No,7,91,65
23,79,Yes,7,66,68
5,95,Yes,8,92,67
24,69,Yes,7,67,67
21,79,Yes,7,81,67
19,65,Yes,9,60,63
32,76,No,7,63,68
16,67,Yes,6,72,66
18,75,Yes,7,66,67
32,75,Yes,6,56,68
15,100,Yes,5,74,72
17,100,No,5,76,70
19,65,No,9,58,62
25,89,Yes,6,59,69
21,62,Yes,7,51,61
12,61,Yes,7,52,58
17,64,No,7,68,63
16,99,No,9,57,71
20,98,Yes,7,96,70
23,68,No,6,60,64
23,66,No,6,53,63
9,70,Yes,8,70,63
26,81,No,8,60,71
22,83,Yes,8,53,65
28,69,No,7,88,68
23,90,Yes,5,78,70
27,72,Yes,8,53,68
23,97,No,7,73,69
28,86,Yes,7,52,70
23,77,No,5,68,67
19,92,Yes,6,68,69
34,93,No,6,91,73
25,72,Yes,8,87,68
23,74,No,8,95,67
12,97,Yes,7,57,67
12,67,Yes,8,77,64
22,62,No,9,51,63
21,78,No,8,91,67
16,92,Yes,8,68,70
21,91,Yes,6,53,71
30,97,Yes,6,66,74
24,81,Yes,9,64,70
13,64,No,6,88,59
19,84,Yes,8,56,64
15,91,No,10,78,67
18,64,Yes,8,90,63
18,67,Yes,7,87,66
17,60,Yes,5,97,62
12,84,No,7,50,65
19,95,Yes,9,68,73
17,87,Yes,7,68,70
2,99,Yes,9,52,62
32,63,No,8,91,68
27,96,Yes,7,84,74
18,93,No,7,76,96
20,73,No,5,70,66
13,99,Yes,6,95,69
30,72,Yes,6,63,70
31,96,Yes,8,67,73
21,95,No,7,98,69
26,90,Yes,9,53,71
21,83,Yes,7,89,65
12,65,Yes,6,86,62
18,81,No,6,95,69
21,74,No,6,55,65
17,92,No,7,99,68
19,90,Yes,6,51,65
19,96,Yes,5,67,72
20,61,Yes,9,54,67
20,92,No,7,53,68
14,98,No,7,98,68
16,92,No,6,86,66
12,65,Yes,5,75,62
26,63,Yes,7,55,65
7,61,Yes,4,76,60
27,85,Yes,8,66,70
28,85,Yes,6,64,68
18,99,Yes,7,81,72
4,76,Yes,8,90,63
18,73,Yes,7,72,63
20,85,Yes,5,75,67
14,93,Yes,9,83,68
17,97,No,5,56,69
29,92,Yes,4,91,75
24,77,No,8,92,67
14,85,Yes,5,77,69
10,94,No,9,59,65
18,80,Yes,8,75,65
19,69,Yes,7,55,63
23,67,No,6,88,65
17,60,No,6,66,58
23,89,Yes,6,66,70
32,64,Yes,6,97,66
25,70,No,9,71,63
20,72,Yes,6,89,62
19,82,Yes,8,82,69
18,76,No,9,66,66
27,87,No,6,56,68
16,62,Yes,8,90,62
20,65,No,6,88,64
20,80,Yes,7,58,65
17,73,Yes,6,62,64
12,72,No,6,88,65
22,63,Yes,7,99,65
20,96,Yes,5,92,70
23,88,No,8,84,71
17,65,Yes,5,96,65
27,63,No,5,64,67
15,99,Yes,7,50,68
30,87,Yes,6,66,73
10,77,No,8,99,64
23,88,No,7,94,71
23,90,No,5,53,70
15,91,No,8,75,68
23,79,Yes,7,54,68
28,77,Yes,7,89,68
7,60,Yes,10,69,59
23,97,Yes,9,96,74
5,84,Yes,7,53,62
14,68,Yes,5,87,64
30,97,No,5,70,76
17,97,Yes,9,63,70
13,100,No,6,76,69
19,95,Yes,7,74,69
32,100,Yes,5,67,74
9,70,No,8,82,62
14,94,No,9,83,70
29,93,Yes,9,54,71
31,69,Yes,6,80,68
19,64,Yes,8,86,66
13,99,No,7,54,67
33,72,No,8,83,71
30,95,Yes,7,90,74
24,60,Yes,6,92,65
15,61,Yes,9,52,60
20,79,Yes,7,85,69
19,70,Yes,6,90,65
22,88,Yes,7,70,69
29,83,Yes,6,77,70
25,63,Yes,8,63,65
14,67,Yes,7,66,57
28,76,Yes,6,75,68
22,67,No,10,58,67
24,92,No,5,69,70
29,77,Yes,8,65,68
13,64,Yes,7,62,62
20,79,Yes,5,74,67
17,64,Yes,6,92,66
11,65,Yes,5,62,60
22,70,No,10,83,65
35,94,Yes,7,63,75
9,97,Yes,7,57,67
20,93,No,10,97,71
24,73,Yes,6,82,63
21,71,Yes,9,55,67
19,82,No,8,82,68
12,89,Yes,4,59,65
21,100,No,6,94,72
15,65,No,8,62,61
7,62,No,7,90,60
27,88,Yes,7,60,72
26,93,Yes,6,78,72
20,94,Yes,6,96,70
21,87,No,7,65,67
26,98,No,10,54,71
21,80,Yes,6,78,66
25,97,No,6,59,72
18,99,Yes,7,86,70
28,94,Yes,5,80,71
22,72,Yes,8,67,64
21,68,Yes,5,85,66
12,82,No,5,62,64
22,78,Yes,5,96,67
15,95,No,5,67,67
16,64,No,9,88,64
15,70,No,8,63,61
14,90,Yes,8,86,99
33,64,No,8,52,67
28,73,Yes,7,65,72
32,75,No,7,55,66
13,85,Yes,9,73,68
20,66,No,9,72,64
12,94,No,5,68,69
16,78,No,10,99,65
14,97,No,5,62,66
27,79,Yes,6,90,73
18,71,Yes,7,72,63
26,66,Yes,7,67,66
24,60,Yes,10,60,65
34,81,Yes,9,82,71
11,64,Yes,8,67,58
28,76,No,9,91,68
27,84,No,8,98,69
14,71,Yes,6,61,63
26,67,Yes,8,56,66
22,91,Yes,7,66,69
19,98,Yes,6,73,69
15,64,No,9,65,63
16,66,Yes,7,99,65
32,98,No,5,89,76
20,62,Yes,6,98,67
25,99,No,8,69,70
15,60,No,9,65,60
15,95,No,8,70,68
26,72,Yes,8,76,68
12,98,Yes,6,87,70
18,73,Yes,7,94,68
20,86,No,7,73,69
21,63,Yes,7,64,62
19,70,No,7,66,64
22,91,No,6,85,71
24,81,Yes,8,78,68
24,97,No,5,74,72
14,77,Yes,5,60,64
18,95,Yes,6,94,73
27,78,No,8,89,69
25,99,No,8,57,70
12,98,No,4,68,69
22,73,No,8,77,64
8,95,No,7,73,66
20,94,Yes,6,70,69
31,68,No,7,86,68
14,85,Yes,5,53,65
15,63,Yes,7,74,62
25,93,Yes,5,63,75
11,67,Yes,6,54,60
16,63,Yes,6,73,63
24,76,Yes,8,59,66
16,83,Yes,7,63,67
19,94,Yes,8,75,68
24,99,Yes,5,99,72
23,78,No,7,84,66
22,62,Yes,8,64,63
18,90,Yes,9,69,71
22,83,Yes,5,70,67
19,78,Yes,6,58,66
23,72,No,8,58,66
17,80,No,9,57,68
19,74,No,7,76,66
14,90,Yes,5,84,68
20,82,Yes,5,80,68
15,95,Yes,7,99,68
13,82,No,8,56,66
22,70,No,7,99,66
21,94,No,5,73,70
25,82,Yes,9,61,68
17,68,Yes,6,97,65
22,85,Yes,8,73,70
23,74,No,4,67,66
23,94,Yes,9,61,68
15,78,Yes,6,63,64
21,89,No,9,99,69
22,64,No,8,65,65
20,76,Yes,5,99,69
7,99,Yes,7,67,66
21,92,No,9,62,68
33,66,Yes,6,59,70
18,71,No,9,71,65
16,73,Yes,8,62,65
22,86,No,9,85,68
22,90,No,7,62,67
27,90,No,7,92,72
12,80,Yes,10,92,70
24,92,Yes,8,64,72
24,77,Yes,7,88,71
19,65,No,8,93,64
22,83,Yes,6,80,69
26,98,Yes,7,68,73
25,92,Yes,9,72,70
13,83,No,7,89,68
25,86,No,6,65,71
20,97,No,6,67,71
20,77,Yes,7,58,66
20,73,No,6,70,68
19,99,Yes,5,54,70
27,95,No,5,66,72
19,73,Yes,9,69,66
13,79,Yes,7,63,65
18,77,Yes,7,55,66
21,66,Yes,6,76,65
27,98,Yes,6,93,72
24,76,Yes,6,67,68
15,95,Yes,7,62,68
35,68,Yes,5,64,67
22,82,Yes,9,93,68
28,61,No,7,76,67
19,91,No,7,57,69
23,83,No,8,85,65
25,85,No,8,58,70
27,62,No,6,53,64
26,68,No,8,63,66
25,63,No,8,58,64
18,72,Yes,7,80,66
17,85,Yes,9,74,67
22,83,Yes,8,86,68
26,84,No,8,76,71
19,82,No,9,71,67
26,71,Yes,7,76,69
29,70,Yes,7,72,67
15,65,Yes,8,52,61
15,94,No,7,84,68
19,85,Yes,8,98,67
22,67,Yes,6,71,64
17,67,Yes,4,71,63
28,95,No,8,52,72
23,90,No,5,95,69
20,86,No,6,96,66
11,76,Yes,8,91,64
12,70,Yes,8,55,61
22,99,Yes,9,95,71
7,92,Yes,4,51,63
26,72,No,7,72,65
19,94,Yes,7,75,71
39,90,No,8,92,78
34,72,Yes,9,88,73
19,77,No,5,90,65
19,67,Yes,7,93,66
26,64,Yes,8,74,66
30,89,No,6,89,74
10,71,No,10,53,62
9,93,Yes,6,72,66
16,100,No,7,52,71
23,63,Yes,5,96,67
23,79,Yes,7,98,69
26,92,No,4,54,72
13,92,Yes,7,77,72
6,90,Yes,9,66,65
25,74,No,5,67,71
15,78,No,5,73,64
8,84,Yes,9,56,61
21,99,Yes,9,59,69
25,73,Yes,5,79,65
19,97,Yes,10,51,69
17,71,No,8,80,64
19,100,Yes,9,66,69
18,87,Yes,6,92,68
12,79,No,9,80,63
16,85,No,7,85,66
23,71,No,7,56,65
22,71,Yes,8,63,66
21,65,No,6,100,67
14,65,Yes,5,72,62
19,74,Yes,7,68,66
7,91,No,7,94,68
21,84,Yes,6,52,68
29,64,No,9,77,63
11,94,Yes,10,61,66
16,84,No,6,68,65
22,98,Yes,7,60,72
28,87,No,6,52,70
17,67,No,10,71,63
16,79,No,8,89,65
8,86,Yes,8,98,65
21,61,No,9,81,66
32,61,Yes,7,69,68
22,65,Yes,7,88,64
20,70,No,9,75,66
22,77,Yes,8,68,68
20,79,Yes,6,59,64
15,66,No,6,90,62
25,87,Yes,6,75,67
21,84,No,9,98,67
20,72,No,9,90,65
14,61,Yes,10,71,59
28,63,Yes,6,87,66
24,76,No,7,73,68
17,66,No,6,54,63
26,75,Yes,7,76,68
17,85,Yes,8,93,68
15,82,Yes,7,93,66
15,69,No,9,79,63
9,74,No,6,69,61
23,85,Yes,8,51,68
9,94,No,6,66,66
13,90,No,4,99,69
8,82,Yes,5,86,64
19,74,No,7,86,68
19,75,No,10,88,66
18,95,No,6,81,68
14,62,Yes,7,79,62
13,100,Yes,8,73,68
23,87,No,6,72,69
17,87,Yes,6,94,70
22,62,Yes,7,70,65
15,84,Yes,6,92,68
21,79,No,4,92,67
28,64,Yes,6,89,64
24,71,No,8,52,63
18,96,Yes,8,57,67
22,82,No,9,66,66
19,77,Yes,9,92,67
20,63,Yes,6,94,63
18,89,Yes,6,52,69
19,88,No,6,66,70
21,85,Yes,7,93,70
14,80,No,6,62,65
14,77,No,7,99,64
12,84,Yes,6,74,67
10,69,No,8,97,61
13,98,Yes,6,71,70
21,84,No,6,66,68
15,72,Yes,8,68,64
23,78,No,8,94,68
20,92,No,7,67,68
8,66,Yes,8,83,63
24,72,Yes,8,73,65
25,87,Yes,10,97,69
14,73,No,8,58,63
23,92,Yes,10,71,69
15,65,Yes,7,56,61
21,91,Yes,9,79,69
12,63,No,9,70,62
9,61,Yes,7,53,58
18,96,Yes,6,92,71
19,83,No,6,69,69
18,74,No,8,75,68
13,69,No,5,70,61
18,85,Yes,6,74,67
22,80,Yes,9,51,68
20,100,Yes,8,91,72
21,99,Yes,4,67,71
16,85,Yes,5,86,67
27,78,No,10,53,68
13,80,No,9,76,64
23,87,No,6,95,73
27,64,Yes,5,70,65
23,73,No,5,60,67
19,63,Yes,8,55,63
17,63,Yes,10,93,63
26,68,Yes,10,62,69
11,79,Yes,5,99,68
14,91,Yes,7,62,68
18,79,Yes,6,74,69
27,73,Yes,7,73,73
22,63,Yes,5,53,66
14,82,Yes,6,77,68
18,71,No,6,84,65
16,85,No,8,87,67
16,99,No,6,76,70
26,64,No,6,91,66
12,68,No,8,88,64
30,79,No,9,60,69
25,99,No,10,70,71
27,91,No,8,57,68
17,96,No,7,57,68
19,73,Yes,9,86,66
11,100,No,9,77,70
17,64,No,8,80,65
23,62,Yes,5,87,63
28,94,Yes,9,64,70
13,97,Yes,8,70,67
18,64,No,6,80,63
19,65,No,6,55,64
12,61,Yes,8,92,60
24,64,Yes,4,67,62
16,68,No,7,83,65
19,99,No,6,100,69
17,87,Yes,6,74,68
15,91,No,6,61,66
20,91,Yes,5,61,72
19,81,Yes,9,53,68
18,92,No,4,88,69
16,84,No,7,65,65
22,73,Yes,6,59,65
30,82,Yes,10,86,70
21,81,Yes,7,65,67
26,93,No,4,80,73
12,99,No,8,71,70
21,76,Yes,5,67,66
13,91,Yes,8,74,68
11,64,Yes,8,66,61
16,91,No,9,94,70
27,75,Yes,7,54,66
26,62,Yes,8,52,67
21,75,No,7,70,69
11,84,Yes,6,59,64
19,65,Yes,9,87,65
22,97,Yes,5,68,75
21,63,No,7,63,63
9,97,No,6,68,69
15,88,Yes,8,61,68
20,73,Yes,6,65,66
23,76,Yes,6,78,66
7,90,Yes,7,93,66
19,84,Yes,9,69,68
21,87,Yes,6,66,65
25,76,No,6,89,70
24,80,No,5,51,68
23,100,No,6,65,70
15,69,No,8,73,61
9,77,No,7,80,61
18,72,No,7,58,64
26,91,No,10,72,71
28,91,Yes,4,78,72
24,72,Yes,10,76,66
23,63,Yes,9,79,63
22,60,No,7,83,62
17,77,Yes,8,69,65
19,76,Yes,6,53,66
30,100,No,7,53,72
14,79,Yes,10,93,68
30,70,No,6,84,70
18,96,Yes,7,88,70
28,80,No,6,96,73
12,84,No,6,88,67
24,64,No,6,85,65
16,75,Yes,5,83,65
12,98,No,7,63,65
21,84,Yes,7,98,70
26,74,Yes,6,77,66
15,85,Yes,4,61,65
11,96,No,7,60,68
19,71,Yes,7,91,66
19,80,Yes,10,63,65
23,98,Yes,7,52,71
26,67,Yes,8,71,65
20,89,Yes,6,91,70
31,85,Yes,9,71,69
21,87,No,6,90,71
18,74,Yes,8,91,67
10,73,Yes,8,93,64
18,87,No,8,79,82
18,69,Yes,10,85,66
26,77,Yes,6,63,66
23,68,Yes,9,55,65
13,60,No,9,77,61
21,99,No,7,51,72
24,77,Yes,10,73,70
29,99,Yes,7,55,71
25,66,Yes,7,55,84
25,83,Yes,7,94,72
20,68,Yes,5,82,67
22,92,No,8,82,72
27,91,Yes,8,70,70
12,65,No,7,71,62
18,96,Yes,10,65,71
15,68,No,6,72,62
22,85,Yes,4,79,68
27,99,No,10,59,74
16,95,No,9,63,68
6,98,No,8,75,64
18,74,Yes,6,69,65
25,64,Yes,8,91,66
23,68,No,5,91,68
23,80,No,7,67,67
18,92,Yes,6,73,67
12,66,Yes,7,99,63
23,86,Yes,8,91,71
15,73,No,5,61,63
33,74,No,8,64,66
23,86,No,7,54,67
17,79,Yes,8,84,66
16,92,Yes,7,66,70
19,66,No,8,77,64
19,92,Yes,6,88,71
27,63,Yes,4,92,68
21,68,Yes,5,66,64
16,86,Yes,6,62,66
31,94,No,5,92,72
20,70,Yes,9,69,66
25,73,Yes,7,91,70
16,81,Yes,8,57,66
22,68,No,8,96,68
22,92,Yes,7,74,70
9,91,No,10,59,64
32,66,Yes,10,77,71
28,79,Yes,9,94,72
18,91,Yes,6,69,71
13,73,No,9,59,63
22,85,Yes,4,79,68
21,62,No,9,92,63
22,84,No,4,56,66
21,66,Yes,7,52,63
23,93,No,9,53,72
29,74,Yes,8,62,70
23,71,Yes,5,50,65
14,94,Yes,7,71,67
28,62,No,8,85,66
30,76,Yes,7,86,69
39,75,Yes,6,82,73
13,71,Yes,8,65,66
21,96,Yes,9,87,70
8,90,No,7,79,68
23,63,Yes,9,93,65
17,89,No,7,74,67
32,81,No,6,59,71
15,96,No,9,82,70
10,73,Yes,9,58,61
17,83,Yes,6,98,69
8,80,Yes,6,85,63
25,80,Yes,10,88,67
8,78,Yes,7,84,65
20,68,Yes,7,55,63
8,90,No,7,73,67
18,78,Yes,9,83,66
30,98,Yes,10,61,72
22,70,No,7,84,68
15,87,Yes,10,91,67
20,98,Yes,6,64,72
20,87,Yes,7,60,66
23,95,Yes,8,94,73
12,93,Yes,6,50,71
24,74,Yes,8,63,65
4,84,Yes,6,70,65
16,66,Yes,5,84,65
17,81,Yes,4,100,68
24,69,No,7,69,70
20,90,Yes,8,97,68
12,81,Yes,5,68,62
14,76,No,7,85,66
21,71,No,7,58,65
20,100,Yes,7,73,71
17,63,No,6,94,61
17,62,No,7,66,63
24,69,Yes,7,55,67
17,99,No,8,76,70
19,99,Yes,5,72,73
33,86,No,7,61,72
11,95,Yes,5,95,69
9,69,Yes,7,80,61
25,99,No,5,67,71
16,66,Yes,6,100,64
18,64,Yes,7,57,61
15,64,No,6,92,63
18,83,Yes,9,62,65
30,91,No,9,62,73
25,75,Yes,8,75,68
25,99,No,8,83,72
12,77,Yes,7,85,62
13,66,Yes,9,51,63
3,79,Yes,7,64,58
15,87,No,10,83,68
26,93,Yes,6,94,74
23,78,Yes,5,83,68
19,84,Yes,5,63,67
20,71,Yes,5,75,65
16,86,Yes,5,82,63
21,99,No,7,57,71
25,62,Yes,8,77,62
10,95,Yes,7,74,66
22,82,No,5,67,65
26,70,No,6,81,66
18,98,No,8,82,71
24,79,No,6,99,68
37,73,Yes,6,71,72
19,67,No,5,77,66
22,70,Yes,6,58,66
16,93,No,6,77,67
21,85,Yes,7,52,71
23,97,Yes,8,57,72
21,69,No,7,59,64
14,65,No,7,82,60
21,60,No,8,78,64
29,80,Yes,5,90,70
23,100,Yes,10,73,72
26,88,No,6,74,68
19,72,Yes,8,58,62
24,95,No,5,87,68
22,91,Yes,7,50,72
14,61,Yes,7,71,60
22,93,No,9,59,72
14,72,No,7,89,65
16,66,No,9,84,63
21,69,Yes,7,85,66
22,79,No,10,57,65
13,77,No,4,83,65
26,72,No,8,85,67
23,67,No,4,50,65
16,90,No,7,66,67
11,100,Yes,9,54,66
19,91,Yes,9,84,71
17,72,No,8,61,64
21,70,No,7,63,61
18,69,Yes,8,54,65
8,65,No,10,74,61
18,82,No,7,52,64
18,84,Yes,8,92,69
24,88,Yes,6,51,71
16,87,No,9,53,70
30,72,Yes,8,82,70
9,73,Yes,6,96,62
28,87,No,8,95,73
19,74,No,8,54,66
25,69,Yes,8,64,66
20,75,No,7,76,66
27,71,Yes,9,51,66
18,64,Yes,6,76,65
13,93,No,7,72,67
29,94,No,7,79,76
19,69,Yes,9,96,66
21,63,Yes,6,64,63
27,90,No,7,82,71
14,68,No,6,71,63
24,76,Yes,7,72,67
16,63,Yes,8,82,63
19,69,Yes,5,98,66
20,92,Yes,9,93,72
11,92,Yes,8,82,70
15,68,Yes,6,73,62
28,73,Yes,6,71,69
25,65,Yes,9,89,66
20,63,Yes,8,61,64
21,100,Yes,6,79,70
18,86,No,6,75,67
28,82,Yes,8,82,71
19,91,No,8,59,69
21,94,No,8,85,70
27,92,Yes,7,81,70
15,61,Yes,8,59,61
29,67,No,7,72,65
11,86,Yes,6,84,67
30,75,Yes,9,95,70
18,99,No,8,56,67
19,87,Yes,6,50,68
9,98,No,7,58,69
17,68,No,7,99,65
14,95,Yes,6,88,68
16,73,Yes,7,81,67
19,100,Yes,6,57,70
26,66,No,8,71,68
21,81,Yes,7,86,69
22,92,Yes,5,95,70
13,77,Yes,7,69,67
15,79,Yes,6,100,70
31,99,Yes,4,57,74
16,77,Yes,7,69,63
30,84,Yes,9,94,72
19,62,No,7,82,62
20,94,No,8,91,71
26,86,No,7,95,68
28,76,Yes,6,75,72
19,61,Yes,6,62,64
18,84,No,5,85,64
20,61,Yes,8,78,63
22,60,Yes,8,89,66
25,85,Yes,7,76,71
20,68,Yes,4,91,70
24,68,Yes,8,95,67
30,86,Yes,6,87,73
22,62,Yes,7,87,64
22,73,No,5,79,65
11,66,Yes,7,74,62
4,83,No,7,99,64
22,86,No,4,82,67
19,89,No,9,92,74
17,70,No,7,75,63
21,64,Yes,7,78,64
20,63,No,8,83,64
27,77,No,7,86,70
21,98,Yes,8,72,71
16,69,Yes,5,68,63
26,70,Yes,7,62,66
19,64,Yes,4,71,65
23,84,No,7,61,70
17,87,Yes,9,71,65
16,86,Yes,5,94,68
21,94,No,6,99,72
20,79,Yes,4,79,67
23,65,No,7,57,65
18,72,No,8,71,66
9,86,No,8,80,67
17,85,No,6,69,65
25,81,No,4,60,68
18,87,No,5,61,68
19,85,Yes,9,74,69
26,95,Yes,8,61,71
16,83,Yes,7,62,64
11,91,No,7,94,65
19,70,No,5,89,64
17,87,Yes,9,53,67
14,96,No,6,66,70
19,75,No,8,77,66
23,91,No,5,53,70
20,89,Yes,7,84,70
22,62,Yes,9,69,64
31,83,Yes,6,70,71
18,65,Yes,8,63,63
22,99,Yes,5,67,72
17,92,No,6,93,72
15,64,Yes,7,89,61
16,65,Yes,8,97,63
17,84,No,7,85,67
22,74,Yes,8,79,67
34,61,No,9,63,65
16,82,No,6,83,64
18,76,No,5,95,69
20,64,No,6,53,65
22,92,No,9,72,71
22,97,Yes,6,57,70
28,90,Yes,9,91,98
5,93,Yes,7,81,65
6,69,Yes,10,94,63
17,71,Yes,10,53,61
27,68,Yes,9,95,67
11,91,No,5,53,64
2,98,No,4,64,65
23,89,Yes,7,58,73
21,95,Yes,8,57,69
13,86,No,8,59,67
14,76,No,6,74,63
14,77,Yes,5,89,67
21,63,Yes,8,95,66
16,61,Yes,10,78,64
23,88,Yes,6,58,68
3,78,No,8,54,61
15,82,Yes,10,75,66
13,82,Yes,7,88,65
18,71,Yes,7,81,65
17,79,No,8,79,67
25,79,Yes,7,52,68
9,76,Yes,9,71,63
20,93,No,6,78,70
23,78,No,7,80,68
31,84,No,5,50,69
17,96,Yes,7,60,67
22,95,No,5,97,69
9,96,Yes,8,75,65
6,71,Yes,5,85,61
25,61,Yes,8,65,65
